ID,Headline,Source,Category,Time,URL
1,Önce eşini vurdu sonra berberde dehşet saçtı: Bütün ülke 34 yaşındaki Türk'ü arıyor,Sözcü,Dünya,2024-06-02T05:48:00Z,news.google.com/articles/CBMicmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9vbmNlLWVzaW5pLXZ1cmR1LXNvbnJhLWJlcmJlcmRlLWRlaHNldC1zYWN0aS1idXR1bi11bGtlLTM0LXlhc2luZGFraS10dXJrLXUtYXJpeW9yLXA1NDYwN9IBdmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9hbXAvb25jZS1lc2luaS12dXJkdS1zb25yYS1iZXJiZXJkZS1kZWhzZXQtc2FjdGktYnV0dW4tdWxrZS0zNC15YXNpbmRha2ktdHVyay11LWFyaXlvci1wNTQ2MDc?hl=tr&gl=TR&ceid=TR%3Atr
2,Alman polisi Mehmet'i arıyor! Eşini başından vurup gittiği berber dükkanında katliam yaptı,Haberler,Dünya,2024-06-02T06:38:10Z,news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmhhYmVybGVyLmNvbS9ndW5jZWwvYWxtYW4tcG9saXNpLW1laG1ldC1pLWFyaXlvci1lc2luaS1iYXNpbmRhbi0xNzM4ODMyNS1oYWJlcmkv0gFZaHR0cHM6Ly93d3cuaGFiZXJsZXIuY29tL2FtcC9hbG1hbi1wb2xpc2ktbWVobWV0LWktYXJpeW9yLWVzaW5pLWJhc2luZGFuLTE3Mzg4MzI1LWhhYmVyaS8?hl=tr&gl=TR&ceid=TR%3Atr
3,"Eşini vurdu, berberde ateş açtı: Almanya, Mehmet Ö.'yü arıyor",Gazete Duvar,Dünya,2024-06-02T07:12:00Z,news.google.com/articles/CBMif2h0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9vbmNlLWVzaW5pLXZ1cmR1LWFyZGluZGFuLWJlcmJlcmRlLTMta2lzaXllLWt1cnN1bi1zaWt0aS1hbG1hbnlhLW1laG1ldC1veXUtYXJpeW9yLWhhYmVyLTE2OTU3MzDSAYMBaHR0cHM6Ly93d3cuZ2F6ZXRlZHV2YXIuY29tLnRyL2FtcC9vbmNlLWVzaW5pLXZ1cmR1LWFyZGluZGFuLWJlcmJlcmRlLTMta2lzaXllLWt1cnN1bi1zaWt0aS1hbG1hbnlhLW1laG1ldC1veXUtYXJpeW9yLWhhYmVyLTE2OTU3MzA?hl=tr&gl=TR&ceid=TR%3Atr
4,Hagen'de bir Türk eşini ve 3 kişiyi yaraladı,Hürriyet,Dünya,2024-06-02T07:46:00Z,news.google.com/articles/CBMiV2h0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9hdnJ1cGEvaGFnZW5kZS1iaXItdHVyay1lc2luaS12ZS0zLWtpc2l5aS15YXJhbGFkaS00MjQ3MTM4MdIBAA?hl=tr&gl=TR&ceid=TR%3Atr
5,Son dakika... İsrail Hamas savaşında son durum: 3 aşamalı ateşkes planı masada! Netanyahu köşeye sıkıştı! 'Anlaşmayı kabul edersen seni deviririz!',Hürriyet,Dünya,2024-06-02T07:25:00Z,news.google.com/articles/CBMiugFodHRwczovL3d3dy5odXJyaXlldC5jb20udHIvZHVueWEvbGl2ZS1zb24tZGFraWthLWlzcmFpbC1oYW1hcy1zYXZhc2luZGEtc29uLWR1cnVtLTMtYXNhbWFsaS1hdGVza2VzLXBsYW5pLW1hc2FkYS1uZXRhbnlhaHUta29zZXllLXNpa2lzdGktYW5sYXNtYXlpLWthYnVsLWVkZXJzZW4tc2VuaS1kZXZpcmlyaXotNDI0NzEzNjHSAQA?hl=tr&gl=TR&ceid=TR%3Atr
6,İsrail basını: Hamas ile anlaşma sağlandı,Bloomberg HT,Dünya,2024-06-02T05:33:49Z,news.google.com/articles/CBMiTGh0dHBzOi8vd3d3LmJsb29tYmVyZ2h0LmNvbS9pc3JhaWwtYmFzaW5pLWhhbWFzLWlsZS1hbmxhc21hLXNhZ2xhbmRpLTIzNTQwNzfSAVBodHRwczovL3d3dy5ibG9vbWJlcmdodC5jb20vaXNyYWlsLWJhc2luaS1oYW1hcy1pbGUtYW5sYXNtYS1zYWdsYW5kaS0yMzU0MDc3LWFtcA?hl=tr&gl=TR&ceid=TR%3Atr
7,Biden'ın Gazze'de 3 aşamalı ateşkes planı: Bilinmesi gerekenler,NTV,Dünya,2024-06-02T08:25:21Z,news.google.com/articles/CBMid2h0dHBzOi8vd3d3Lm50di5jb20udHIvZ2FsZXJpL2R1bnlhL2JpZGVuaW4tZ2F6emVkZS0zLWFzYW1hbGktYXRlc2tlcy1wbGFuaS1iaWxpbm1lc2ktZ2VyZWtlbmxlciw5Qmx5c09xVXQweThILXBRbjRTRUpR0gF7aHR0cHM6Ly93d3cubnR2LmNvbS50ci9hbXAvZ2FsZXJpL2R1bnlhL2JpZGVuaW4tZ2F6emVkZS0zLWFzYW1hbGktYXRlc2tlcy1wbGFuaS1iaWxpbm1lc2ktZ2VyZWtlbmxlciw5Qmx5c09xVXQweThILXBRbjRTRUpR?hl=tr&gl=TR&ceid=TR%3Atr
8,"""Ateşkes teklifi kabul edilmezse hükümeti deviririz""",Dünya Gazetesi,Dünya,2024-06-01T20:51:00Z,news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmR1bnlhLmNvbS9kdW55YS9hdGVza2VzLXRla2xpZmkta2FidWwtZWRpbG1lenNlLWh1a3VtZXRpLWRldmlyaXJpei1oYWJlcmktNzMwMTA50gEA?hl=tr&gl=TR&ceid=TR%3Atr
9,"Çöp gerilimi büyüyor: Kuzey Kore, Güney'e 600 balon daha gönderdi",NTV,Dünya,2024-06-02T03:58:00Z,news.google.com/articles/CBMicmh0dHBzOi8vd3d3Lm50di5jb20udHIvZHVueWEvY29wLWdlcmlsaW1pLWJ1eXV5b3Ita3V6ZXkta29yZS1ndW5leWUtNjAwLWJhbG9uLWRhaGEtZ29uZGVyZGkseGJiajhSbTFxRXVkZFJJU0tWWTI2Z9IBdmh0dHBzOi8vd3d3Lm50di5jb20udHIvYW1wL2R1bnlhL2NvcC1nZXJpbGltaS1idXl1eW9yLWt1emV5LWtvcmUtZ3VuZXllLTYwMC1iYWxvbi1kYWhhLWdvbmRlcmRpLHhiYmo4Um0xcUV1ZGRSSVNLVlkyNmc?hl=tr&gl=TR&ceid=TR%3Atr
10,Kuzey ve Güney Kore'nin balonlarla yaptığı broşür propagandasının tarihinde neler var?,BBC.com,Dünya,2024-05-30T00:06:32Z,news.google.com/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2MzZ2c3cjNua3kzb9IBAA?hl=tr&gl=TR&ceid=TR%3Atr
