137,İstiklal Marşı okunduğu sırada ayağa kalkmayan akademisyen açığa alındı,Sözcü,2024-05-27T20:46:00Z,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9pc3Rpa2xhbC1tYXJzaS1va3VuZHVndS1zaXJhZGEtYXlhZ2Eta2Fsa21heWFuLWFrYWRlbWlzeWVuLWFjaWdhLWFsaW5kaS1wNTA0MjbSAWtodHRwczovL3d3dy5zb3pjdS5jb20udHIvYW1wL2lzdGlrbGFsLW1hcnNpLW9rdW5kdWd1LXNpcmFkYS1heWFnYS1rYWxrbWF5YW4tYWthZGVtaXN5ZW4tYWNpZ2EtYWxpbmRpLXA1MDQyNg?hl=tr&gl=TR&ceid=TR%3Atr
138,Araştırma görevlisinden akıl almaz hareket,Köroğlu Gazetesi,2024-05-28T06:40:00Z,news.google.com/articles/CBMiSmh0dHBzOi8vd3d3Lmtvcm9nbHVnYXpldGVzaS5jb20vYXJhc3Rpcm1hLWdvcmV2bGlzaW5kZW4tYWtpbC1hbG1hei1oYXJla2V00gEA?hl=tr&gl=TR&ceid=TR%3Atr
139,İstiklal Marşı okunurken ayağa kalkmayan araştırma görevlisi açığa alındı,Cumhuriyet,2024-05-27T19:23:27Z,news.google.com/articles/CBMicGh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3R1cmtpeWUvaXN0aWtsYWwtbWFyc2ktb2t1bnVya2VuLWF5YWdhLWthbGttYXlhbi1hcmFzdGlybWEtZ29yZXZsaXNpLWFjaWdhLTIyMTEyNTHSAQA?hl=tr&gl=TR&ceid=TR%3Atr
140,Ayhan Bora Kaplan davasındaki o ifadede Bekir Bozdağ'ın da adı geçti: 'İki isim vardı...',Cumhuriyet,2024-05-28T05:50:00Z,news.google.com/articles/CBMicWh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3NpeWFzZXQvYXloYW4tYm9yYS1rYXBsYW4tZGF2YXNpbmRha2ktby1pZmFkZWRlLWJla2lyLWJvemRhZ2luLWRhLWFkaS1nZWN0aS0yMjExMzA00gEA?hl=tr&gl=TR&ceid=TR%3Atr
141,O iki isimden biri Bekir Bozdağ, diğeri Osman Arslan - Sözcü Gazetesi,Sözcü,2024-05-28T02:30:00Z,news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9vLWlraS1pc2ltZGVuLWJpcmktYmVraXItYm96ZGFnLWRpZ2VyaS1vc21hbi1hcnNsYW4tcDUwNDQy0gEA?hl=tr&gl=TR&ceid=TR%3Atr
142,Ayhan Bora Kaplan davası: Tutuklu polisin ifadesindeki isimler ortaya çıktı,BirGün,2024-05-28T05:10:00Z,news.google.com/articles/CBMibmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvYXloYW4tYm9yYS1rYXBsYW4tZGF2YXNpLXR1dHVrbHUtcG9saXNpbi1pZmFkZXNpbmRla2ktaXNpbWxlci1vcnRheWEtY2lrdGktNTMzMTU10gEA?hl=tr&gl=TR&ceid=TR%3Atr
143,Ayhan Bora Kaplan davasında ara karar: Cumhur İttifakı'nda gerginlik sümen altı edildi,soL Haber Portalı,2024-05-24T13:07:00Z,news.google.com/articles/CBMiemh0dHBzOi8vaGFiZXIuc29sLm9yZy50ci9oYWJlci9heWhhbi1ib3JhLWthcGxhbi1kYXZhc2luZGEtYXJhLWthcmFyLWN1bWh1ci1pdHRpZmFraW5kYS1nZXJnaW5saWstc3VtZW4tYWx0aS1lZGlsZGktMzkzNDg00gEA?hl=tr&gl=TR&ceid=TR%3Atr
144,Büyük emekli mitinginde biraz “BİZ” eksikti,BirGün,2024-05-28T03:00:00Z,news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvbWFrYWxlL2J1eXVrLWVtZWtsaS1taXRpbmdpbmRlLWJpcmF6LWJpei1la3Npa3RpLTUzMzEwONIBAA?hl=tr&gl=TR&ceid=TR%3Atr
145,CHP "her alanda mücadele" diyerek mitinglerine devam edecek,Medyascope,2024-05-27T15:04:01Z,news.google.com/articles/CBMiW2h0dHBzOi8vbWVkeWFzY29wZS50di8yMDI0LzA1LzI3L2NocC1oZXItYWxhbmRhLW11Y2FkZWxlLWRpeWVyZWstbWl0aW5nbGVyaW5lLWRldmFtLWVkZWNlay_SAQA?hl=tr&gl=TR&ceid=TR%3Atr
146,Emeklilerin AKP'ye öfkesi dinmiyor,Odatv,2024-05-27T09:18:00Z,news.google.com/articles/CBMiUWh0dHBzOi8vd3d3Lm9kYXR2LmNvbS9ndW5jZWwvZW1la2xpbGVyaW4tYWtweWUtb2ZrZXNpLWRpbm1peW9yLWd1bmFoaW1pLTEyMDA0NTY5ONIBVWh0dHBzOi8vd3d3Lm9kYXR2LmNvbS9hbXAvZ3VuY2VsL2VtZWtsaWxlcmluLWFrcHllLW9ma2VzaS1kaW5taXlvci1ndW5haGltaS0xMjAwNDU2OTg?hl=tr&gl=TR&ceid=TR%3Atr
147,75 yaşında İŞKUR kapısında!,BirGün,2024-05-28T03:00:00Z,news.google.com/articles/CBMiPmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvNzUteWFzaW5kYS1pc2t1ci1rYXBpc2luZGEtNTMzMTIx0gEA?hl=tr&gl=TR&ceid=TR%3Atr
148,Devlet Bahçeli'den kürsüde 'Esad ile işbirliği' çağrısı, Özgür Özel'e 'yumuşama' resti!,Cumhuriyet,2024-05-28T07:40:00Z,news.google.com/articles/CBMibGh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL3NpeWFzZXQvZGV2bGV0LWJhaGNlbGlkZW4ta3Vyc3VkZS1lc2FkLWlsZS1pc2JpcmxpZ2ktY2FncmlzaS1zdXJpeWVuaW4tMjIxMTM3NNIBcmh0dHBzOi8vd3d3LmN1bWh1cml5ZXQuY29tLnRyL2FtcC9zaXlhc2V0L2RldmxldC1iYWhjZWxpZGVuLWt1cnN1ZGUtZXNhZC1pbGUtaXNiaXJsaWdpLWNhZ3Jpc2ktb3pndXItb3plbGUtMjIxMTM3NA?hl=tr&gl=TR&ceid=TR%3Atr
149,SGK uzmanı açıkladı: Asgari ücrete zam yapılacak mı?,Gazete Duvar,2024-05-28T12:48:49Z,news.google.com/articles/CBMiYGh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9zZ2stdXptYW5pLWFjaWtsYWRpLWFzZ2FyaS11Y3JldGUtemFtLXlhcGlsYWNhay1taS1nYWxlcmktMTY5NDYzN9IBZGh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9hbXAvc2drLXV6bWFuaS1hY2lrbGFkaS1hc2dhcmktdWNyZXRlLXphbS15YXBpbGFjYWstbWktZ2FsZXJpLTE2OTQ2Mzc?hl=tr&gl=TR&ceid=TR%3Atr
150,Bahçeli'nin çıkışı alevlendirdi! Asgari ücrete Temmuz'da zam gelecek mi? Zam yapılmazsa ne olur?,Dünya Gazetesi,2024-05-28T10:55:49Z,news.google.com/articles/CBMikwFodHRwczovL3d3dy5kdW55YS5jb20vZm90by1nYWxlcmkvZWtvbm9taS9iYWhjZWxpbmluLWNpa2lzaS1hbGV2bGVuZGlyZGktYXNnYXJpLXVjcmV0ZS10ZW1tdXpkYS16YW0tZ2VsZWNlay1taS16YW0teWFwaWxtYXpzYS1uZS1vbHVyLWdhbGVyaS03MjkzMDXSAQA?hl=tr&gl=TR&ceid=TR%3Atr
151,Asgari ücrete ara zam olacak mı? Asgari ücret zammı Temmuz'da var mı?,Sözcü,2024-05-28T10:54:47Z,news.google.com/articles/CBMiY2h0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9hc2dhcmktdWNyZXRlLWFyYS16YW0tb2xhY2FrLW1pLWFzZ2FyaS11Y3JldC16YW1taS10ZW1tdXotZGEtdmFyLW1pLXA1MDU0MNIBZ2h0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9hbXAvYXNnYXJpLXVjcmV0ZS1hcmEtemFtLW9sYWNhay1taS1hc2dhcmktdWNyZXQtemFtbWktdGVtbXV6LWRhLXZhci1taS1wNTA1NDA?hl=tr&gl=TR&ceid=TR%3Atr
152,MHP lideri Bahçeli'den başıboş köpeklere ilişkin açıklama: Çok tehlikeli boyutlara ulaştı,Haber7.com,2024-05-26T12:01:00Z,news.google.com/articles/CBMiggFodHRwczovL20uaGFiZXI3LmNvbS9zaXlhc2V0L2hhYmVyLzM0MjczOTMtbWhwLWxpZGVyaS1iYWhjZWxpZGVuLWJhc2lib3Mta29wZWtsZXJlLWlsaXNraW4tYWNpa2xhbWEtY29rLXRlaGxpa2VsaS1ib3l1dGxhcmEtdWxhc3Rp0gGKAWh0dHBzOi8vbS5oYWJlcjcuY29tL2FtcGh0bWwvc2l5YXNldC9oYWJlci8zNDI3MzkzLW1ocC1saWRlcmktYmFoY2VsaWRlbi1iYXNpYm9zLWtvcGVrbGVyZS1pbGlza2luLWFjaWtsYW1hLWNvay10ZWhsaWtlbGktYm95dXRsYXJhLXVsYXN0aQ?hl=tr&gl=TR&ceid=TR%3Atr
153,Dolu ile birlikte yağıyordu! Erimeyen cismin gizemi çözüldü,Mynet,2024-05-28T15:45:24Z,news.google.com/articles/CBMiXWh0dHBzOi8vd3d3Lm15bmV0LmNvbS9kb2x1LWlsZS1iaXJsaWt0ZS15YWdpeW9yZHUtZXJpbWV5ZW4tY2lzbWluLWdpemVtaS1jb3p1bGR1LTExMDEwNzE4MDU1NdIBYWh0dHBzOi8vd3d3Lm15bmV0LmNvbS9hbXAvZG9sdS1pbGUtYmlybGlrdGUteWFnaXlvcmR1LWVyaW1leWVuLWNpc21pbi1naXplbWktY296dWxkdS0xMTAxMDcxODA1NTU?hl=tr&gl=TR&ceid=TR%3Atr
154,Muş'ta görüldü! Dolu ile birlikte yağdı ve o cismin gizemi çözüldü,Milliyet,2024-05-28T15:42:50Z,news.google.com/articles/CBMia2h0dHBzOi8vd3d3Lm1pbGxpeWV0LmNvbS50ci9ndW5kZW0vbXVzdGEtZ29ydWxkdS1kb2x1LWlsZS1iaXJsaWt0ZS15YWdkaS12ZS1vLWNpc21pbi1naXplbWktY296dWxkdS03MTMzNzM30gEA?hl=tr&gl=TR&ceid=TR%3Atr
155,Muş’ta Etkili Olan Sağanaklarda Erimeyen ve Bilinmeyen Bir Cisim Yağdı,Onedio,2024-05-25T12:28:29Z,news.google.com/articles/CBMiZ2h0dHBzOi8vb25lZGlvLmNvbS9oYWJlci9tdXMtdGEtZXRraWxpLW9sYW4tc2FnYW5ha2xhcmRhLWVyaW1leWVuLXZlLWJpbGlubWV5ZW4tYmlyLWNpc2ltLXlhZ2RpLTEyMjQ4MjHSAWtodHRwczovL2FtcC5vbmVkaW8uY29tL2hhYmVyL211cy10YS1ldGtpbGktb2xhbi1zYWdhbmFrbGFyZGEtZXJpbWV5ZW4tdmUtYmlsaW5tZXllbi1iaXItY2lzaW0teWFnZGktMTIyNDgyMQ?hl=tr&gl=TR&ceid=TR%3Atr
156,Erimeyen dolunun sırrı ne? - AHaber Video İzle,Ahaber,2024-05-27T11:46:23Z,news.google.com/articles/CBMiSWh0dHBzOi8vd3d3LmFoYWJlci5jb20udHIvdmlkZW8veWFzYW0tdmlkZW9sYXJpL2VyaW1leWVuLWRvbHVudW4tc2lycmktbmXSAU1odHRwczovL3d3dy5haGFiZXIuY29tLnRyL3ZpZGVvL3lhc2FtLXZpZGVvbGFyaS9lcmltZXllbi1kb2x1bnVuLXNpcnJpLW5lL2FtcA?hl=tr&gl=TR&ceid=TR%3Atr
157,Ulaştırma Bakanı'ndan beş gün sonra özel jet yanıtı - Sözcü,Sözcü,2024-05-28T10:43:00Z,news.google.com/articles/CBMiU2h0dHBzOi8vd3d3LnNvemN1LmNvbS50ci91bGFzdGlybWEtYmFrYW5pLW5kYW4tYmVzLWd1bi1zb25yYS1vemVsLWpldC15YW5pdGktcDUwNTM30gEA?hl=tr&gl=TR&ceid=TR%3Atr
158,5 gün sonra sessizliğini bozdu! Bakan Uraloğlu'ndan özel jet iddiasına yanıt,Son Dakika,2024-05-28T11:02:22Z,news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnNvbmRha2lrYS5jb20vcG9saXRpa2EvaGFiZXItdWxhc3Rpcm1hLWJha2FuaS11cmFsb2dsdS1vemVsLWpldC0xNzM3MTg2MC_SAVBodHRwczovL3d3dy5zb25kYWtpa2EuY29tL2FtcC9oYWJlci11bGFzdGlybWEtYmFrYW5pLXVyYWxvZ2x1LW96ZWwtamV0LTE3MzcxODYwLw?hl=tr&gl=TR&ceid=TR%3Atr
159,CHP'li Ali Mahir Başarır: O uçağın parasını bakanlık mı verdi?,Gazete Duvar,2024-05-24T10:54:05Z,news.google.com/articles/CBMiaGh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9jaHBsaS1hbGktbWFoaXItYmFzYXJpci1vLXVjYWdpbi1wYXJhc2luaS1iYWthbmxpay1taS12ZXJkaS1oYWJlci0xNjkzNjQ00gFsaHR0cHM6Ly93d3cuZ2F6ZXRlZHV2YXIuY29tLnRyL2FtcC9jaHBsaS1hbGktbWFoaXItYmFzYXJpci1vLXVjYWdpbi1wYXJhc2luaS1iYWthbmxpay1taS12ZXJkaS1oYWJlci0xNjkzNjQ0?hl=tr&gl=TR&ceid=TR%3Atr
160,Murat Emir: “Ulaştırma Bakanı Kimin Jetiyle Gitti, Bu Geziyi Kim Finanse Ediyor Sayın Bakan?”,CHP,2024-05-23T13:26:47Z,news.google.com/articles/CBMidGh0dHBzOi8vY2hwLm9yZy50ci9oYWJlcmxlci9tdXJhdC1lbWlyLXVsYXN0aXJtYS1iYWthbmkta2ltaW4tamV0aXlsZS1naXR0aS1idS1nZXppeWkta2ltLWZpbmFuc2UtZWRpeW9yLXNheWluLWJha2Fu0gEA?hl=tr&gl=TR&ceid=TR%3Atr
161,İsrail, yeniden Refah'taki çadırları bombaladı: 20 kişi öldü,BirGün,2024-05-28T13:55:00Z,news.google.com/articles/CBMiXmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvaXNyYWlsLXllbmlkZW4tcmVmYWgtdGFraS1jYWRpcmxhcmktYm9tYmFsYWRpLTIwLWtpc2ktb2xkdS01MzM0MDfSAQA?hl=tr&gl=TR&ceid=TR%3Atr
162,İsrail Refah'ta yine katliam yaptı,Haber7.com,2024-05-28T14:25:00Z,news.google.com/articles/CBMiSmh0dHBzOi8vbS5oYWJlcjcuY29tL2R1bnlhL2hhYmVyLzM0Mjc5OTAtaXNyYWlsLXJlZmFodGEteWluZS1rYXRsaWFtLXlhcHRp0gFSaHR0cHM6Ly9tLmhhYmVyNy5jb20vYW1waHRtbC9kdW55YS9oYWJlci8zNDI3OTkwLWlzcmFpbC1yZWZhaHRhLXlpbmUta2F0bGlhbS15YXB0aQ?hl=tr&gl=TR&ceid=TR%3Atr
163,BM Genel Sekreteri Guterres'ten İsrail'e tepki,Sözcü,2024-05-28T17:01:29Z,news.google.com/articles/CBMiTmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9ibS1nZW5lbC1zZWtyZXRlcmktZ3V0ZXJyZXMtdGVuLWlzcmFpbC1lLXRlcGtpLXA1MDYzM9IBUmh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9hbXAvYm0tZ2VuZWwtc2VrcmV0ZXJpLWd1dGVycmVzLXRlbi1pc3JhaWwtZS10ZXBraS1wNTA2MzM?hl=tr&gl=TR&ceid=TR%3Atr
164,SON DAKİKA İSRAİL - GAZZE HABERLERİ: Dünya ayakta! Tanklar merkeze yürüyor, Çin'den sürpriz hamle,Milliyet,2024-05-28T15:31:00Z,news.google.com/articles/CBMikgFodHRwczovL3d3dy5taWxsaXlldC5jb20udHIvZHVueWEvbGl2ZS1nYXp6ZWRla2ktc2F2YXN0YS1zb24tZGFraWthLWlzcmFpbGRlbi1iaXIta2F0bGlhbS1kYWhhLWNhZGlyLWtlbnRpLWJvbWJhbGFkaWxhci1rb3JrdW5jLWdvcnVudHVsZXItNzEzMzM1NtIBAA?hl=tr&gl=TR&ceid=TR%3Atr
165,İspanya, Filistin Devleti'ni resmen tanıdı - Son Dakika Haberleri,TRT Haber,2024-05-28T10:22:00Z,news.google.com/articles/CBMiWWh0dHBzOi8vd3d3LnRydGhhYmVyLmNvbS9oYWJlci9kdW55YS9pc3BhbnlhLWZpbGlzdGluLWRldmxldGluaS1yZXNtZW4tdGFuaWRpLTg2MDM1OC5odG1s0gEA?hl=tr&gl=TR&ceid=TR%3Atr
166,Üç ülke Filistin Devleti'ni resmen tanıdı,NTV,2024-05-28T14:50:29Z,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3Lm50di5jb20udHIvZHVueWEvaXNwYW55YS12ZS1pcmxhbmRhLWZpbGlzdGluLWRldmxldGluaS1yZXNtZW4tdGFuaWRpLFRxQm9PeExGZDAyVnhZUl9Cb1BicnfSAWtodHRwczovL3d3dy5udHYuY29tLnRyL2FtcC9kdW55YS9pc3BhbnlhLXZlLWlybGFuZGEtZmlsaXN0aW4tZGV2bGV0aW5pLXJlc21lbi10YW5pZGksVHFCb094TEZkMDJWeFlSX0JvUGJydw?hl=tr&gl=TR&ceid=TR%3Atr
167,İspanya, Norveç ve İrlanda Filistin devletini resmen tanıdı,TRT Haber,2024-05-28T11:29:00Z,news.google.com/articles/CBMia2h0dHBzOi8vd3d3LnRydGhhYmVyLmNvbS9oYWJlci9kdW55YS9pc3BhbnlhLW5vcnZlYy12ZS1pcmxhbmRhLWZpbGlzdGluLWRldmxldGluaS1yZXNtZW4tdGFuaWRpLTg2MDM4MC5odG1s0gEA?hl=tr&gl=TR&ceid=TR%3Atr
168,İrlanda açıkladı: Filistin'i resmen tanıdı... 'Ramallah'ta İrlanda Büyükelçiliği açılacak',Dünya Gazetesi,2024-05-28T11:37:00Z,news.google.com/articles/CBMifGh0dHBzOi8vd3d3LmR1bnlhLmNvbS9kdW55YS9pcmxhbmRhLWFjaWtsYWRpLWZpbGlzdGluaS1yZXNtZW4tdGFuaWRpLXJhbWFsbGFodGEtaXJsYW5kYS1idXl1a2VsY2lsaWdpLWFjaWxhY2FrLWhhYmVyaS03MjkzMjPSAQA?hl=tr&gl=TR&ceid=TR%3Atr
169,Yastaki ülke 28 Haziran'da yapılacak seçime hazırlanıyor! İran'da kaos yok, Velâyet-i Fakih var,Milliyet,2024-05-28T03:36:00Z,news.google.com/articles/CBMihQFodHRwczovL3d3dy5taWxsaXlldC5jb20udHIvZHVueWEveWFzdGFraS11bGtlLTI4LWhhemlyYW5kYS15YXBpbGFjYWstc2VjaW1lLWhhemlybGFuaXlvci1pcmFuZGEta2Fvcy15b2stdmVsYXlldC1pLWZha2loLXZhci03MTMzMjkw0gEA?hl=tr&gl=TR&ceid=TR%3Atr
170,Cevad Zarif, cumhurbaşkanı seçimlerinde aday olmayacak,Sözcü,2024-05-28T16:27:00Z,news.google.com/articles/CBMiVWh0dHBzOi8vd3d3LnNvemN1LmNvbS50ci9jZXZhZC16YXJpZi1jdW1odXJiYXNrYW5pLXNlY2ltbGVyaW5kZS1hZGF5LW9sbWF5YWNhay1wNTA2MjbSAVlodHRwczovL3d3dy5zb3pjdS5jb20udHIvYW1wL2NldmFkLXphcmlmLWN1bWh1cmJhc2thbmktc2VjaW1sZXJpbmRlLWFkYXktb2xtYXlhY2FrLXA1MDYyNg?hl=tr&gl=TR&ceid=TR%3Atr
171,Reisi'nin eşinin cumhurbaşkanlığına aday olacağı iddiası | Aileden açıklama,NTV,2024-05-28T16:23:00Z,news.google.com/articles/CBMifGh0dHBzOi8vd3d3Lm50di5jb20udHIvZHVueWEvcmVpc2luaW4tZXNpbmluLWN1bWh1cmJhc2thbmxpZ2luYS1hZGF5LW9sYWNhZ2ktaWRkaWFzaS1haWxlZGVuLWFjaWtsYW1hLGwwa0xQSUR4S2tXdE00a05IRERrV3fSAYABaHR0cHM6Ly93d3cubnR2LmNvbS50ci9hbXAvZHVueWEvcmVpc2luaW4tZXNpbmluLWN1bWh1cmJhc2thbmxpZ2luYS1hZGF5LW9sYWNhZ2ktaWRkaWFzaS1haWxlZGVuLWFjaWtsYW1hLGwwa0xQSUR4S2tXdE00a05IRERrV3c?hl=tr&gl=TR&ceid=TR%3Atr
172,İran'ın rotası: Tufan mı istikrar mı?,Gazete Duvar,2024-05-26T21:02:00Z,news.google.com/articles/CBMiUGh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9pcmFuaW4tcm90YXNpLXR1ZmFuLW1pLWlzdGlrcmFyLW1pLW1ha2FsZS0xNjk0MjIz0gEA?hl=tr&gl=TR&ceid=TR%3Atr
173,2008 sonrası sular ısındı: Montrö detayı... Devler karşı karşıya... İkinci cephe yolda,Odatv,2024-05-28T11:06:00Z,news.google.com/articles/CBMidWh0dHBzOi8vd3d3Lm9kYXR2LmNvbS9kdW55YS8yMDA4LXNvbnJhc2ktc3VsYXItaXNpbmRpLW1vbnRyby1kZXRheWktZGV2bGVyLWthcnNpLWthcnNpeWEtaWtpbmNpLWNlcGhlLXlvbGRhLTEyMDA0NTczN9IBeWh0dHBzOi8vd3d3Lm9kYXR2LmNvbS9hbXAvZHVueWEvMjAwOC1zb25yYXNpLXN1bGFyLWlzaW5kaS1tb250cm8tZGV0YXlpLWRldmxlci1rYXJzaS1rYXJzaXlhLWlraW5jaS1jZXBoZS15b2xkYS0xMjAwNDU3Mzc?hl=tr&gl=TR&ceid=TR%3Atr
174,Gürcistan Parlamentosu, "yabancı etkinin şeffaflığı" yasasına yönelik Cumhurbaşkanı Zurabişvili'nin vetosunu aştı,Habertürk,2024-05-28T15:56:36Z,news.google.com/articles/CBMikAFodHRwczovL3d3dy5oYWJlcnR1cmsuY29tL2d1cmNpc3Rhbi1wYXJsYW1lbnRvc3UteWFiYW5jaS1ldGtpbmluLXNlZmZhZmxpZ2kteWFzYXNpbmEteW9uZWxpay1jdW1odXJiYXNrYW5pLXp1cmFiaXN2aWxpLW5pbi12ZXRvc3VudS1hc3RpLTM2OTA0MzfSAZIBaHR0cHM6Ly9tLmhhYmVydHVyay5jb20vZ3VyY2lzdGFuLXBhcmxhbWVudG9zdS15YWJhbmNpLWV0a2luaW4tc2VmZmFmbGlnaS15YXNhc2luYS15b25lbGlrLWN1bWh1cmJhc2thbmktenVyYWJpc3ZpbGktbmluLXZldG9zdW51LWFzdGktMzY5MDQzNy1hbXA?hl=tr&gl=TR&ceid=TR%3Atr
175,Gürcistan Cumhurbaşkanı'nın yabancı etkinin şeffaflığı yasası veto edildi,Milliyet,2024-05-28T16:15:23Z,news.google.com/articles/CBMic2h0dHBzOi8vd3d3Lm1pbGxpeWV0LmNvbS50ci9ndW5kZW0vZ3VyY2lzdGFuLWN1bWh1cmJhc2thbmluaW4teWFiYW5jaS1ldGtpbmluLXNlZmZhZmxpZ2kteWFzYXNpLXZldG8tZWRpbGRpLTcxMzM3MzDSAQA?hl=tr&gl=TR&ceid=TR%3Atr
176,AB komiseri Gürcistan Başbakanı'na 'Sonun Slovakya'daki gibi olur' dedi, tehdit olmadığını öne sürdü,soL Haber Portalı,2024-05-24T16:27:00Z,news.google.com/articles/CBMieGh0dHBzOi8vaGFiZXIuc29sLm9yZy50ci9oYWJlci9hYi1rb21pc2VyaS1ndXJjaXN0YW4tYmFzYmFrYW5pbmEtc29udW4tc2xvdmFreWFkYWtpLWdpYmktb2x1ci1kZWRpLXRlaGRpdC1vbG1hZGlnaW5pLW9uZdIBAA?hl=tr&gl=TR&ceid=TR%3Atr
177,AB'den Türkiye'deki Suriyeliler için 1 milyar euroluk destek taahhüdü,Habertürk,2024-05-27T21:45:39Z,news.google.com/articles/CBMiZ2h0dHBzOi8vd3d3LmhhYmVydHVyay5jb20vYWItZGVuLXR1cmtpeWUtZGVraS1zdXJpeWVsaWxlci1pY2luLTEtbWlseWFyLWV1cm9sdWstZGVzdGVrLXRhYWhodWR1LTM2OTAxNTjSAWlodHRwczovL20uaGFiZXJ0dXJrLmNvbS9hYi1kZW4tdHVya2l5ZS1kZWtpLXN1cml5ZWxpbGVyLWljaW4tMS1taWx5YXItZXVyb2x1ay1kZXN0ZWstdGFhaGh1ZHUtMzY5MDE1OC1hbXA?hl=tr&gl=TR&ceid=TR%3Atr
178,AB'den Suriyeli sığınmacılar için 5 milyar euro bağış,BBC.com,2024-05-28T14:34:06Z,news.google.com/articles/CBMiMGh0dHBzOi8vd3d3LmJiYy5jb20vdHVya2NlL2FydGljbGVzL2NrdnY4NzUzOXYyb9IBAA?hl=tr&gl=TR&ceid=TR%3Atr
179,AB'den Türkiye'ye 1 milyar euroluk destek taahhüdü,Dünya Gazetesi,2024-05-27T21:20:00Z,news.google.com/articles/CBMiW2h0dHBzOi8vd3d3LmR1bnlhLmNvbS9ndW5kZW0vYWJkZW4tdHVya2l5ZXllLTEtbWlseWFyLWV1cm9sdWstZGVzdGVrLXRhYWhodWR1LWhhYmVyaS03MjkxOTTSAQA?hl=tr&gl=TR&ceid=TR%3Atr
180,AB'den Türkiye'deki Suriyeliler için 1 milyar euro destek taahhüdü,Gazete Duvar,2024-05-28T09:32:14Z,news.google.com/articles/CBMibWh0dHBzOi8vd3d3LmdhemV0ZWR1dmFyLmNvbS50ci9hYmRlbi10dXJraXllZGVraS1zdXJpeWVsaWxlci1pY2luLTEtbWlseWFyLWV1cm8tZGVzdGVrLXRhYWhodWR1LWhhYmVyLTE2OTQ1NzXSAXFodHRwczovL3d3dy5nYXpldGVkdXZhci5jb20udHIvYW1wL2FiZGVuLXR1cmtpeWVkZWtpLXN1cml5ZWxpbGVyLWljaW4tMS1taWx5YXItZXVyby1kZXN0ZWstdGFhaGh1ZHUtaGFiZXItMTY5NDU3NQ?hl=tr&gl=TR&ceid=TR%3Atr
181,Bahçeli'den Esad ile işbirliği, Özgür Özel'e 'adam gibi' duruş çağrısı,Rudaw Media Network,2024-05-28T09:25:57Z,news.google.com/articles/CBMiOWh0dHBzOi8vd3d3LnJ1ZGF3Lm5ldC90dXJraXNoL21pZGRsZWVhc3QvdHVya2V5LzI4MDUyMDI0N9IBAA?hl=tr&gl=TR&ceid=TR%3Atr
182,MHP lideri Devlet Bahçeli: İslam ülkeleri ayağa kalkmalı, 'Caniyahu'ya yakalama kararı çıkmalı,Hürriyet,2024-05-28T10:06:39Z,news.google.com/articles/CBMiZWh0dHBzOi8vd3d3Lmh1cnJpeWV0LmNvbS50ci9ndW5kZW0vbWhwLWxpZGVyaS1kZXZsZXQtYmFoY2VsaS1hYmQtdGVyb3Jpc3QtZ3VsZW5pLWlhZGUtZXRtZWxpLTQyNDY4NzEz0gEA?hl=tr&gl=TR&ceid=TR%3Atr
183,Bahçeli: Emeklilerin beklentilerini karşılayacağız,Dünya Gazetesi,2024-05-28T08:36:00Z,news.google.com/articles/CBMiXGh0dHBzOi8vd3d3LmR1bnlhLmNvbS9ndW5kZW0vYmFoY2VsaS1lbWVrbGlsZXJpbi1iZWtsZW50aWxlcmluaS1rYXJzaWxheWFjYWdpei1oYWJlcmktNzI5MjY40gEA?hl=tr&gl=TR&ceid=TR%3Atr
184,Bahçeli, İmamoğlu'nun Roma ziyaretini hedef aldı; 'normalleşme' sürecini değerlendirdi,BirGün,2024-05-28T07:49:00Z,news.google.com/articles/CBMidmh0dHBzOi8vd3d3LmJpcmd1bi5uZXQvaGFiZXIvYmFoY2VsaS1pbWFtb2dsdS1udW4tcm9tYS16aXlhcmV0aW5pLWhlZGVmLWFsZGktbm9ybWFsbGVzbWUtc3VyZWNpbmktZGVnZXJsZW5kaXJkaS01MzMyMDPSAQA?hl=tr&gl=TR&ceid=TR%3Atr
